Seismic Zone,PGA (m/s²),PGV (m/s),PGD (m),Spectral Acceleration (g),Soil Type,Site Amplification Factor,Historical Earthquake Magnitude (Mw),Fault Distance (km),Seismic Wave Frequency (Hz),Building Height (m),Number of Stories,Structural Material,Foundation Type,Natural Frequency (Hz),Damping Ratio (%),Mass of Structure (kg),Axial Stiffness (kN/m),Bending Stiffness (kN·m²),Lateral Load Resisting System,Predicted Max Inter-Story Drift Ratio (%),Predicted Max Roof Displacement (m),Predicted Base Shear Force (kN),Predicted Structural Acceleration (m/s²),Predicted Damage Index (0–1 Scale),Predicted Collapse Probability (%)
High,0.24136935,1.234195924,0.229723376,0.417742404,Clay,2.402953345,6.418827254,67.50273921,4.379485749,18.54859705,46,Composite,Raft,2.812406611,9.076662723,169429.1624,624.6084198,31737.35541,Shear Wall,3.413609379,0.615128809,1998.841843,2.961322631,0.37012262,37.01226205
Moderate,0.334487525,1.639306071,0.264824953,0.213321711,Rock,1.580660592,6.918376224,8.39984446,4.18635442,116.2252894,47,Masonry,Shallow,4.060549249,3.993161427,501592.3396,8302.467271,8482.143712,Moment Frame,3.24027465,0.267976639,2651.441495,1.978832989,0.307647325,30.76473246
Low,0.306185789,0.91637939,0.018154052,1.797553371,Sand,2.147905558,4.601269473,46.60781237,7.666031646,152.5131474,26,Masonry,Pile,2.777643611,9.504001236,763472.6662,6548.218314,9450.250236,Shear Wall,4.822517768,0.504848297,2795.658701,0.801530165,0.279254781,27.92547809
High,1.462307517,1.524733869,0.319842548,0.142189259,Rock,2.08782593,6.498508523,89.19158902,5.867282987,26.56294148,1,Steel,Pile,4.558221049,1.122234291,408776.9153,2678.551792,28921.59553,Moment Frame,4.83645079,1.644370652,2011.900057,2.509139515,0.468196045,46.81960449
High,1.16300951,1.834778787,0.041642159,1.519914902,Soft Soil,2.004755421,8.016102983,10.35178015,0.802967124,168.475875,30,Steel,Raft,0.480805918,4.141742844,875715.4349,4475.122621,18471.72211,Shear Wall,1.951216698,1.281368027,2346.275401,1.68757156,0.912873843,91.2873843
Low,1.454866051,1.187033631,0.218072283,0.721123631,Sand,2.209063245,7.560207254,98.8986955,8.931908955,113.3242508,38,Concrete,Shallow,3.023906458,2.188885616,417605.0689,8113.711053,38939.07047,Shear Wall,2.990225368,1.900021991,1081.294226,4.334522977,0.568050254,56.80502544
High,0.715636681,0.443491786,0.147034894,1.530746282,Rock,1.370788176,7.35820645,94.95786997,0.404752712,139.5439574,15,Steel,Deep,2.896426172,2.139578461,382347.0742,5617.651768,27744.5178,Shear Wall,0.792651137,0.107002262,3057.849597,3.90056205,0.521231505,52.12315046
High,0.489715874,0.610715469,0.273168547,1.042854835,Rock,0.986227258,8.592999428,8.749173592,7.509123926,194.4233605,25,Concrete,Pile,3.369695977,8.338865446,998331.7182,3351.518826,22233.3599,Braced Frame,0.425636977,1.586899874,3806.851086,1.032347952,0.806548435,80.65484352
Moderate,1.217610476,0.477424696,0.067574751,1.63277309,Clay,1.062397678,4.581144044,93.40791872,7.612062013,21.31779271,6,Concrete,Raft,4.200352826,9.265314833,508348.4218,3038.252913,48186.03216,Shear Wall,2.220621374,1.401163595,2177.21896,0.847915378,0.004024612,0.40246116
High,0.556755485,0.569028352,0.346130058,1.674528077,Rock,1.294081242,7.006714138,36.95012644,9.535799744,180.7386845,18,Masonry,Shallow,3.684094805,7.999824288,814960.1492,2567.333232,20145.72375,Shear Wall,3.480421853,0.529175687,4889.516437,1.803615699,0.197385669,19.73856692
Very High,0.519136723,0.682189354,0.397710757,0.115466908,Sand,1.900435458,8.043069818,84.62620754,0.635930643,29.59002572,1,Masonry,Raft,3.99335713,9.789541471,814738.6533,8325.433861,20629.93527,Shear Wall,2.882029499,1.461041739,333.2707167,2.119655052,0.496185934,49.61859344
Low,0.425508389,1.154754195,0.08251387,0.228200699,Sand,2.648974051,6.936009222,42.41995043,6.008882922,81.62696729,3,Composite,Deep,1.586320283,2.946960731,930050.8702,6027.673332,33622.84863,Moment Frame,2.205318919,1.435931614,2966.345375,4.666888941,0.705309061,70.53090605
Moderate,0.28155057,1.217184096,0.053052231,0.52560984,Clay,2.342845353,5.957529987,44.64465616,4.335621649,171.0305458,17,Masonry,Pile,2.059987417,2.26719921,130650.3017,7236.993074,40664.45062,Shear Wall,4.108751479,0.924096954,2938.823829,1.577941612,0.485028195,48.50281949
Moderate,0.459048285,0.91034952,0.073612226,1.237836208,Sand,2.535889329,5.113127543,63.79006601,3.373266253,181.7195762,48,Masonry,Raft,3.208529475,5.686334038,307659.2626,8671.144193,31684.53455,Moment Frame,3.992694614,1.380392842,229.6665781,4.35116333,0.163715981,16.37159813
Very High,0.597447648,1.269299482,0.438686653,1.610062734,Soft Soil,1.572146373,8.494033823,77.67326451,0.994153747,103.7424763,8,Steel,Raft,2.856615065,8.461338533,779360.687,9875.186174,35231.90088,Shear Wall,3.68651607,0.894715997,1161.622353,2.576015469,0.929982818,92.99828177
Low,1.043591891,0.254992359,0.264566442,0.881901317,Sand,1.690238232,6.618430766,4.345125944,5.670275785,120.8504045,49,Masonry,Raft,4.8132986,1.358551818,584471.4178,2870.094072,19273.64686,Shear Wall,0.477458016,0.677735736,4532.435789,4.439556255,0.328665131,32.86651311
Low,0.187590779,0.26679765,0.234163237,1.131854298,Sand,1.666100149,8.451518386,59.72244356,4.842503184,143.0887302,40,Composite,Deep,1.0968056,9.960090949,581634.1952,2218.573631,24495.34499,Braced Frame,4.002701177,0.938317011,2745.344521,3.539573509,0.788215681,78.82156814
Moderate,0.394709716,0.426475975,0.054249198,0.42044975,Rock,1.222121006,7.136334551,19.48656642,1.135089136,167.3879403,17,Steel,Raft,1.886136188,6.420213363,207904.5368,4888.984257,10654.71924,Moment Frame,4.605164448,1.791307668,2210.110081,3.571105944,0.891413335,89.14133346
High,1.232633096,1.084347246,0.325128447,1.468443618,Rock,0.934676648,7.533864525,35.24900227,6.16364612,28.69467806,25,Composite,Deep,2.94922512,9.81047631,317095.3634,833.177155,34332.07804,Shear Wall,0.391266233,0.775321748,2106.707405,2.642107689,0.346449378,34.64493777
Moderate,0.305690693,0.50658989,0.434131796,1.744457789,Sand,2.100015404,8.119175195,35.44889795,7.405735891,162.9635151,41,Masonry,Deep,4.366226096,4.285734699,545267.3814,8021.319875,11851.14508,Moment Frame,2.068189805,0.813339473,4446.396118,4.217489804,0.845311781,84.53117813
Low,0.579703205,0.638240367,0.414264749,0.556618186,Clay,2.976276704,7.466199951,47.43697368,7.69605518,98.84884935,12,Composite,Deep,4.660872919,5.122214385,313322.2964,8895.719989,1061.582974,Moment Frame,4.9429419,1.220722423,1866.804319,1.346681546,0.710773683,71.07736832
Very High,1.310522491,0.860594389,0.3134013,0.941204118,Rock,1.167025351,6.291246783,34.07950478,9.063194564,92.8715679,29,Steel,Pile,1.812974388,7.771252982,249768.6531,7017.377138,46754.34387,Braced Frame,3.036270406,1.508468956,4302.875969,4.54602123,0.904280837,90.42808367
Moderate,0.316895436,1.642545636,0.03856408,0.246397388,Clay,0.902706604,6.811350228,11.62875073,4.153760345,87.66045164,25,Concrete,Pile,0.522120615,8.134304055,133368.253,3045.952733,15994.74682,Braced Frame,2.61652927,1.471895512,1580.503367,3.22020169,0.251310702,25.13107017
Low,0.21583157,0.126338058,0.057086117,1.050532316,Sand,2.5149697,8.113704861,15.41724511,9.535420409,104.2962591,36,Composite,Raft,2.22377455,3.09729748,197939.7113,1669.977003,10634.97008,Braced Frame,0.969486123,0.049399473,2680.944723,2.249673617,0.931277606,93.12776061
Moderate,0.778353193,1.333819758,0.025605185,0.954731851,Sand,1.355689215,6.181426334,4.310360571,8.66775111,189.2848579,25,Composite,Raft,2.092851888,9.368209777,780424.3744,4130.369785,14139.18982,Braced Frame,2.870882788,1.377956513,761.9078592,4.912730527,0.065306477,6.530647667
High,0.523387316,1.370865409,0.129482129,0.345542023,Soft Soil,2.625216372,6.246546555,47.55465945,3.035365553,111.8997357,29,Steel,Pile,4.935137926,8.806808097,732840.2216,8416.688395,17191.93718,Braced Frame,2.251311976,0.906602556,4133.900046,4.323869124,0.793671285,79.36712853
Moderate,0.88877171,1.617445983,0.068695072,0.851512562,Rock,2.348660667,4.930605522,95.49032179,1.67690207,190.86962,11,Steel,Shallow,2.269093973,1.163847728,93542.00013,3804.364136,24252.7749,Braced Frame,0.724470972,1.052939035,3693.075611,3.882902963,0.435665021,43.56650207
Moderate,1.225326847,1.872230584,0.130763972,0.667977909,Sand,2.880481782,8.615629958,12.45184714,4.410355022,40.15657547,4,Composite,Pile,1.667470397,2.157112953,243119.8811,825.4184495,4398.23188,Braced Frame,2.375229998,1.127710041,2673.960664,1.442122108,0.177889967,17.78899669
Low,0.292007883,0.138261913,0.19314397,0.987112488,Soft Soil,1.699639919,4.909663417,94.68018481,4.078797209,146.2065159,14,Masonry,Deep,1.953811398,5.464873958,582432.5794,3105.663574,3580.984654,Braced Frame,0.905556595,1.466122038,178.211472,4.871329432,0.079402955,7.94029551
Low,0.912978718,0.39218904,0.471548409,1.09561237,Rock,2.256333647,7.416941299,73.60278996,5.799621123,163.38671,46,Composite,Pile,2.105246147,5.148599627,356496.452,9904.483296,15352.62751,Shear Wall,3.680251746,1.664352637,2432.223793,3.740638764,0.389547514,38.95475139
Low,0.807712265,1.783725459,0.305577654,0.114442484,Sand,1.822680518,6.359375155,64.11238149,5.8755237,137.4301221,38,Steel,Deep,4.143393835,7.375517695,832087.1225,6928.353179,15492.54043,Moment Frame,4.870876994,1.29605928,1164.722815,3.065564692,0.389323922,38.93239217
Moderate,0.3017103,0.971185268,0.417651919,1.393710171,Sand,2.187295134,6.325287256,64.88249778,7.524871145,123.3498446,17,Concrete,Raft,0.588871486,1.807402384,795739.8423,9058.120885,6764.665163,Braced Frame,2.400927537,1.132175369,2096.202765,4.616816222,0.229957384,22.99573843
High,0.97359788,1.172722214,0.355465399,1.312124296,Rock,1.789117593,7.557983265,82.84603719,5.147910487,115.1384923,2,Concrete,Shallow,1.719233835,6.80369776,897001.5301,7861.220041,20834.78812,Braced Frame,3.198604826,0.753800817,4289.31112,0.894690241,0.215515398,21.55153984
Very High,0.483096585,1.359751687,0.057139062,0.722686857,Rock,1.214990942,4.801921797,11.58506657,1.137744145,172.8814441,8,Masonry,Raft,4.838328761,6.54732938,584784.6699,5627.202396,14917.40474,Moment Frame,2.211780071,0.284377656,3859.536361,0.781178659,0.399514298,39.9514298
Very High,0.782968046,1.390226549,0.368224283,0.18999109,Rock,1.917374315,7.171676023,50.97067803,8.597084222,165.2210864,36,Composite,Deep,0.934892023,3.102576386,384472.6558,1912.544288,2276.722087,Shear Wall,0.778423883,1.917569586,1247.666902,2.862195731,0.410113883,41.01138832
Low,0.215181254,1.870306766,0.138274342,1.383385318,Sand,1.962885243,7.974143037,70.01202269,3.166669374,28.84630063,10,Concrete,Deep,3.764486343,5.881545678,625761.4614,3812.122544,44400.31824,Moment Frame,4.855720904,0.929066162,4925.519493,0.377896624,0.442364799,44.23647992
Low,0.74341768,1.994203893,0.319914816,1.723797773,Sand,2.583328466,8.22695741,59.09522406,9.715844857,170.4745931,7,Composite,Deep,1.910688806,2.999864863,134679.8458,6045.53214,44414.93188,Moment Frame,0.734935454,1.136762367,4520.892006,3.353535623,0.868759387,86.87593867
Moderate,0.529048855,1.468299176,0.171140025,0.508257713,Soft Soil,2.418145553,5.267386752,83.44512803,1.266815076,85.74338079,36,Steel,Shallow,2.992570526,2.322307244,59106.71685,8771.007313,11249.93039,Braced Frame,0.646971362,1.504635547,2666.933544,1.279631577,0.611254506,61.12545064
Very High,1.251333696,0.645720297,0.498838459,0.649991843,Clay,2.260341573,8.538385725,8.154899192,9.586686605,54.47088185,16,Concrete,Pile,0.677830585,6.158214412,66238.84411,3052.412936,8980.73918,Moment Frame,2.349947414,0.146136865,2674.244085,0.683230232,0.020433166,2.043316607
Low,0.179770218,1.771529564,0.132512188,0.412481912,Rock,1.04945161,7.452657413,69.37940291,1.001016888,174.6048708,14,Masonry,Raft,1.670776003,9.797268505,437165.791,1651.655259,27817.34545,Moment Frame,3.328547602,1.711471908,4511.266527,2.106529664,0.519099242,51.90992418
High,0.686050185,0.193519738,0.140286105,1.08079141,Sand,2.385355839,8.468346604,53.86874531,2.387257766,89.24483593,16,Steel,Raft,2.60415172,3.132400143,266673.7144,5808.907017,31906.92165,Braced Frame,1.839124028,1.596081229,3198.916802,2.383153169,0.762451296,76.2451296
High,0.741803994,0.53905362,0.465405456,0.363230371,Sand,1.900671344,6.683763227,38.53692553,0.561141427,162.6311146,25,Masonry,Pile,1.312163159,4.198025344,199470.8205,2176.761614,47919.58531,Braced Frame,1.043333409,1.551112878,2706.607639,0.935375833,0.056414307,5.641430664
Low,1.115008507,1.805032863,0.013297558,0.705529704,Rock,2.767018979,6.939150053,34.68722324,7.080620152,56.36370433,41,Steel,Raft,2.800975727,3.309159034,634559.7148,6298.436809,19490.07438,Braced Frame,4.112920503,0.053745586,3758.285192,0.303522828,0.422607879,42.26078793
Low,0.904002605,0.586763877,0.348647805,1.284922124,Clay,2.823716055,8.635672247,62.46243064,8.517957492,5.766217677,4,Concrete,Shallow,1.254844708,3.398138395,995340.2905,3003.453704,31291.8168,Braced Frame,1.879206271,1.057772514,1213.730721,2.128872397,0.451210143,45.12101433
Very High,1.034097272,0.519237013,0.362937869,1.052197171,Rock,0.921344499,8.549592945,89.20854209,4.39730371,101.6145426,29,Masonry,Raft,3.320482653,4.637729208,218865.5434,2694.148541,44030.87124,Moment Frame,1.05217277,0.117994058,4397.968227,3.821679046,0.954020452,95.40204523
Very High,1.187869,0.362438057,0.41835291,0.756986359,Clay,2.605411433,6.51672393,50.12141668,9.292368543,24.54451005,6,Masonry,Deep,4.540900833,7.316699596,569100.353,4292.217267,23047.7355,Moment Frame,1.8889159,1.106236432,2680.50544,4.383578876,0.475683954,47.56839538
Moderate,1.307084163,1.73231234,0.487245216,0.814424323,Sand,0.882934259,5.734856842,82.64759324,5.94396081,152.1033113,1,Steel,Pile,0.610345459,1.349240716,163741.1383,6135.321697,6994.941807,Shear Wall,1.151315617,1.439712169,3037.32151,0.577986641,0.749900263,74.99002627
Very High,0.539425695,1.050110692,0.487825358,1.0555885,Clay,1.607773177,6.269266956,40.8134818,6.337070641,58.83465153,39,Masonry,Shallow,1.239756972,9.614117761,937524.619,5680.517893,19494.91701,Shear Wall,2.645293915,0.252481998,495.2221627,2.670909769,0.302902045,30.29020452
High,0.853231788,1.382297086,0.033573102,0.109970037,Soft Soil,1.993059946,6.244939478,11.13705182,8.469650097,91.51090109,1,Steel,Pile,4.253230531,1.416518915,327167.4101,2824.977534,7691.779408,Moment Frame,3.374617992,1.39281738,1582.069346,1.390674645,0.779306651,77.93066512
High,1.27615131,0.55422613,0.411097822,0.233466776,Sand,1.125821757,5.790900937,7.089067909,3.03832203,21.97154519,40,Steel,Shallow,3.23145673,8.931278638,884422.829,8965.608407,1815.333746,Shear Wall,4.017831148,0.904570364,2162.339917,1.935705961,0.322662366,32.26623665
Low,1.485231583,1.5402768,0.323508657,1.598138715,Soft Soil,2.441890388,5.708608219,6.082102761,3.607230641,60.89855345,3,Steel,Deep,0.577802802,9.049402889,318922.6173,1543.878712,37826.09976,Moment Frame,1.215053949,1.624990332,2098.852141,4.673864966,0.430023587,43.00235873
Very High,1.345327035,1.544010535,0.324023725,0.232394281,Rock,0.818380349,8.374783214,38.63486405,9.068924,157.3905974,1,Steel,Pile,2.534480553,5.720402688,815749.8562,874.9418492,12682.76132,Shear Wall,0.918074628,1.071841989,3902.507613,1.825166387,0.479482278,47.94822778
Moderate,0.620054168,0.693936247,0.065046613,1.301566114,Rock,1.170917907,4.814378643,34.38653733,9.019538611,34.55964282,1,Concrete,Raft,1.206840872,2.232971458,248912.2668,6225.709559,1098.345246,Braced Frame,0.196056762,0.678881856,1447.495868,1.890195058,0.926362969,92.63629694
High,0.373233124,0.880297003,0.325443396,1.664064879,Rock,2.077753026,7.549250319,72.07576534,9.767179484,131.1961144,39,Steel,Shallow,1.155662692,6.086313735,328149.9586,1672.368097,43749.18552,Shear Wall,1.217630065,0.670663211,951.4408486,1.126039546,0.053453548,5.34535478
High,0.785149552,0.498411527,0.491258808,0.560162127,Clay,2.371652636,5.277690232,74.53932866,9.028199333,183.8980413,21,Composite,Pile,4.715097648,6.657689439,232851.5971,5296.462736,22745.65309,Braced Frame,0.217136227,1.795998175,2933.955395,4.804090248,0.196867151,19.6867151
Moderate,1.138298033,1.955465944,0.455997466,0.729835443,Sand,2.816614826,6.05027652,6.034542915,1.360983157,137.5681682,45,Masonry,Raft,3.855399431,8.71983062,301046.884,9541.846202,12704.1341,Braced Frame,1.792823598,0.911214453,3094.323549,2.336788048,0.705742746,70.57427462
Moderate,0.789596699,1.326644896,0.2201262,1.06716639,Rock,2.352092634,4.776943654,22.89120303,8.254870433,163.1492294,30,Composite,Pile,3.541906849,5.958058382,843122.4676,7136.512579,13876.70865,Braced Frame,0.813896135,0.817450255,651.8373701,2.894921457,0.57757766,57.75776599
High,0.776453209,1.875633373,0.020934039,1.598905248,Rock,2.277914395,5.714881366,28.15192317,4.157400933,26.24946771,32,Concrete,Pile,1.346858322,4.696384563,657080.8727,6365.837514,12786.35677,Braced Frame,2.941488431,0.089348508,62.21908978,2.320523652,0.25153139,25.15313904
High,1.27352259,0.676432533,0.181784452,1.701239498,Sand,1.667550522,7.95789482,55.21358643,9.908933424,53.89270607,33,Composite,Pile,0.769152479,8.544620745,435585.6854,5960.649636,10533.2519,Shear Wall,1.980261122,0.735005964,4592.362946,1.339303476,0.289200887,28.92008875
Moderate,0.605965291,1.585592735,0.413368765,1.357257522,Rock,0.802825736,8.48256896,15.30700717,4.775581547,179.4350762,48,Masonry,Shallow,4.379996582,9.828566176,972944.9757,2205.622896,42220.085,Moment Frame,0.558568171,1.700757839,444.2031357,4.071021804,0.367309486,36.73094856
High,1.303712545,1.555131423,0.351048052,0.247253593,Soft Soil,1.064350369,5.496872184,14.26018072,5.582977217,144.4455947,22,Composite,Raft,0.228221933,6.805928846,491618.4508,4610.154334,9346.250084,Braced Frame,2.059345669,1.524365436,4494.441313,0.239509007,0.450346949,45.03469493
Low,0.669526721,1.414145739,0.230212484,1.237562064,Sand,1.976019998,6.585965277,94.43510003,5.344771661,129.7129961,30,Concrete,Deep,2.062862834,8.869483336,971271.9727,3753.97332,28530.87951,Shear Wall,1.125805768,0.449617274,2026.113628,3.482192807,0.818027323,81.80273233
Low,0.559526348,1.934714053,0.028495666,0.797516327,Sand,2.285285749,6.616458216,80.61608782,3.285196596,134.4345135,46,Steel,Shallow,1.532540014,6.388616015,236757.5768,9554.206061,4788.691989,Braced Frame,3.432869022,0.83198268,3282.626745,3.011936772,0.013815476,1.381547647
Moderate,0.735585876,0.847755139,0.214020469,0.900191699,Sand,1.718386225,8.431088876,18.88483531,0.84271868,85.76910809,4,Composite,Shallow,2.937805762,7.208091923,909406.5058,2802.042198,47526.54743,Shear Wall,1.885737599,0.401193555,968.792719,0.806975188,0.898019741,89.80197412
Very High,1.167425742,0.348362915,0.235043445,0.183552264,Soft Soil,2.407493825,7.932595738,41.25021298,8.966947181,13.68854317,23,Concrete,Shallow,1.402440492,7.193504058,63131.09389,4979.405528,30562.38132,Shear Wall,0.820447045,1.908891466,4128.389288,0.912934717,0.413027112,41.30271116
Moderate,0.276402839,1.376246833,0.464349211,0.424805637,Sand,1.94809705,6.808847483,36.20657793,8.046490544,157.9661007,44,Concrete,Deep,1.693785725,7.343082882,568038.0422,9411.753951,45254.47305,Shear Wall,1.813048489,1.200254578,941.9572652,3.330205381,0.230497518,23.04975176
Moderate,0.374986902,1.485688621,0.320901966,1.443873133,Soft Soil,0.96318763,7.518362402,79.30940333,1.481315128,137.3490811,25,Masonry,Raft,4.280191304,3.889120995,451899.7746,7997.216198,20496.01119,Moment Frame,1.199453836,1.511166037,1963.220284,1.629480079,0.5084127,50.84126995
